"model","outcome","model_type","term","estimate","std_error","t_value","p_value","ci_lower","ci_upper","R2_marginal","R2_conditional","AIC","BIC","random_intercept_var","random_slope_var","random_intercept_slope_cor","residual_var"
"HR80_pct_rd","sRPE","RS","(Intercept)",5.53077942022243,0.166501958836826,33.2175036189374,2.49178883209079e-08,5.20444157754688,5.85711726289798,0.418529475624703,0.506952093896155,1867.14812522933,1906.72049212627,0.175718088879707,0.0461870957278787,0.0102576036888762,1.20342904141927
"HR80_pct_rd","sRPE","RS","HR80_pct_rd_within_z",0.699301867294282,0.0936206995584342,7.46952191761616,5.55556635009396e-05,0.515808667952306,0.882795066636258,0.418529475624703,0.506952093896155,1867.14812522933,1906.72049212627,0.175718088879707,0.0461870957278787,0.0102576036888762,1.20342904141927
"HR80_pct_rd","sRPE","RS","HR80_pct_rd_between_z",0.120289396961795,0.213408870172918,0.563656969198743,0.593745924682164,-0.297984302558509,0.538563096482099,0.418529475624703,0.506952093896155,1867.14812522933,1906.72049212627,0.175718088879707,0.0461870957278787,0.0102576036888762,1.20342904141927
"HR80_pct_rd","sRPE","RS","context_fgame",1.66618211050857,0.106373480775022,15.6635102881753,1.55901098079584e-46,1.45769391927937,1.87467030173778,0.418529475624703,0.506952093896155,1867.14812522933,1906.72049212627,0.175718088879707,0.0461870957278787,0.0102576036888762,1.20342904141927
"HR80_pct_rd","sRPE","RS","HR80_pct_rd_within_z:context_fgame",0.0295549049262406,0.139230426983549,0.212273319608025,0.831966583822666,-0.243331717513649,0.30244152736613,0.418529475624703,0.506952093896155,1867.14812522933,1906.72049212627,0.175718088879707,0.0461870957278787,0.0102576036888762,1.20342904141927
"HR_peak","sRPE","RS","(Intercept)",5.7880433333093,0.144021096387761,40.1888575943458,1.77592817137301e-09,5.50576717137531,6.07031949524328,0.328124275508302,0.4018921906003,1949.80021753504,1989.37258443198,0.133354821621791,0.0444699775367804,-0.00411397579576308,1.39036011090118
"HR_peak","sRPE","RS","HR_peak_within_z",0.678945427627651,0.103790513902448,6.54149788935229,4.58675004011251e-05,0.47551975844195,0.882371096813352,0.328124275508302,0.4018921906003,1949.80021753504,1989.37258443198,0.133354821621791,0.0444699775367804,-0.00411397579576308,1.39036011090118
"HR_peak","sRPE","RS","HR_peak_between_z",0.0848101396060913,0.119412602848623,0.710227711170515,0.504253538864904,-0.149234261277395,0.318854540489578,0.328124275508302,0.4018921906003,1949.80021753504,1989.37258443198,0.133354821621791,0.0444699775367804,-0.00411397579576308,1.39036011090118
"HR_peak","sRPE","RS","context_fgame",1.12302776680441,0.187510800825105,5.98913642234336,3.7247845715984e-09,0.755513350474938,1.49054218313388,0.328124275508302,0.4018921906003,1949.80021753504,1989.37258443198,0.133354821621791,0.0444699775367804,-0.00411397579576308,1.39036011090118
"HR_peak","sRPE","RS","HR_peak_within_z:context_fgame",-0.340229020497203,0.185474053738598,-1.83437528667332,0.0671364021340234,-0.703751485891502,0.0232934448970958,0.328124275508302,0.4018921906003,1949.80021753504,1989.37258443198,0.133354821621791,0.0444699775367804,-0.00411397579576308,1.39036011090118
